Date,Reform,EKRE,Centre,E200,SDE,Isamaa,VL,Koos,PP,Greens,ERK,Free,EÜRP,Res Publica,Coalition
16-Jan-05,21.68%,9.49%,20.81%,,11.73%,9.40%,,,,,,,0.00%,6.36%,
17-Jan-05,21.70%,9.48%,20.82%,,11.68%,9.40%,,,,,,,0.00%,6.38%,
18-Jan-05,21.73%,9.47%,20.83%,,11.64%,9.39%,,,,,,,0.00%,6.39%,
19-Jan-05,21.76%,9.46%,20.84%,,11.60%,9.39%,,,,,,,0.00%,6.41%,
20-Jan-05,21.78%,9.45%,20.85%,,11.55%,9.39%,,,,,,,0.00%,6.43%,
21-Jan-05,21.81%,9.44%,20.86%,,11.51%,9.39%,,,,,,,0.00%,6.44%,
22-Jan-05,21.83%,9.43%,20.86%,,11.46%,9.39%,,,,,,,0.00%,6.46%,
23-Jan-05,21.86%,9.42%,20.87%,,11.42%,9.39%,,,,,,,0.00%,6.48%,
24-Jan-05,21.89%,9.41%,20.88%,,11.37%,9.39%,,,,,,,0.00%,6.49%,
25-Jan-05,21.91%,9.40%,20.89%,,11.33%,9.39%,,,,,,,0.00%,6.51%,
26-Jan-05,21.94%,9.39%,20.90%,,11.28%,9.38%,,,,,,,0.00%,6.53%,
27-Jan-05,21.96%,9.38%,20.91%,,11.24%,9.38%,,,,,,,0.00%,6.55%,
28-Jan-05,21.99%,9.37%,20.92%,,11.20%,9.38%,,,,,,,0.00%,6.57%,
29-Jan-05,22.02%,9.36%,20.93%,,11.15%,9.38%,,,,,,,0.00%,6.59%,
30-Jan-05,22.04%,9.35%,20.94%,,11.11%,9.38%,,,,,,,0.00%,6.60%,
31-Jan-05,22.07%,9.34%,20.95%,,11.06%,9.38%,,,,,,,0.00%,6.62%,
01-Feb-05,22.10%,9.33%,20.96%,,11.02%,9.38%,,,,,,,0.00%,6.64%,
02-Feb-05,22.13%,9.32%,20.97%,,10.98%,9.38%,,,,,,,0.00%,6.66%,
03-Feb-05,22.15%,9.31%,20.98%,,10.93%,9.38%,,,,,,,0.00%,6.68%,
04-Feb-05,22.18%,9.30%,21.00%,,10.89%,9.38%,,,,,,,0.00%,6.70%,
05-Feb-05,22.21%,9.29%,21.01%,,10.84%,9.38%,,,,,,,0.00%,6.72%,
06-Feb-05,22.24%,9.28%,21.02%,,10.80%,9.38%,,,,,,,0.00%,6.74%,
07-Feb-05,22.26%,9.27%,21.03%,,10.76%,9.38%,,,,,,,0.00%,6.77%,
08-Feb-05,22.29%,9.26%,21.04%,,10.71%,9.39%,,,,,,,0.00%,6.79%,
09-Feb-05,22.32%,9.25%,21.05%,,10.67%,9.39%,,,,,,,0.00%,6.81%,
10-Feb-05,22.35%,9.24%,21.06%,,10.63%,9.39%,,,,,,,0.00%,6.83%,
11-Feb-05,22.38%,9.23%,21.08%,,10.58%,9.39%,,,,,,,0.00%,6.85%,
12-Feb-05,22.41%,9.22%,21.09%,,10.54%,9.39%,,,,,,,0.00%,6.88%,
13-Feb-05,22.44%,9.22%,21.10%,,10.50%,9.39%,,,,,,,0.00%,6.90%,
14-Feb-05,22.47%,9.21%,21.11%,,10.46%,9.40%,,,,,,,0.00%,6.93%,
15-Feb-05,22.51%,9.19%,21.14%,,10.42%,9.40%,,,,,,,0.00%,6.94%,
16-Feb-05,22.56%,9.18%,21.16%,,10.38%,9.41%,,,,,,,0.00%,6.96%,
17-Feb-05,22.61%,9.17%,21.19%,,10.34%,9.42%,,,,,,,0.00%,6.98%,
18-Feb-05,22.66%,9.16%,21.21%,,10.30%,9.42%,,,,,,,0.00%,7.00%,
19-Feb-05,22.71%,9.14%,21.24%,,10.26%,9.43%,,,,,,,0.00%,7.02%,
20-Feb-05,22.75%,9.13%,21.26%,,10.23%,9.44%,,,,,,,0.00%,7.04%,
21-Feb-05,22.80%,9.12%,21.29%,,10.19%,9.45%,,,,,,,0.00%,7.06%,
22-Feb-05,22.85%,9.10%,21.31%,,10.15%,9.46%,,,,,,,0.00%,7.09%,
23-Feb-05,22.90%,9.12%,21.35%,,10.17%,9.48%,,,,,,,0.00%,7.13%,
24-Feb-05,22.95%,9.14%,21.39%,,10.19%,9.51%,,,,,,,0.00%,7.18%,
25-Feb-05,23.01%,9.15%,21.43%,,10.22%,9.53%,,,,,,,0.00%,7.22%,
26-Feb-05,23.06%,9.17%,21.47%,,10.24%,9.56%,,,,,,,0.00%,7.26%,
27-Feb-05,23.12%,9.18%,21.52%,,10.27%,9.59%,,,,,,,0.00%,7.30%,
28-Feb-05,23.18%,9.20%,21.56%,,10.29%,9.62%,,,,,,,0.00%,7.35%,
01-Mar-05,23.23%,9.21%,21.60%,,10.32%,9.65%,,,,,,,0.00%,7.39%,
02-Mar-05,23.29%,9.23%,21.65%,,10.35%,9.67%,,,,,,,0.00%,7.43%,
03-Mar-05,23.35%,9.24%,21.69%,,10.38%,9.70%,,,,,,,0.00%,7.48%,
04-Mar-05,23.40%,9.26%,21.73%,,10.40%,9.73%,,,,,,,0.00%,7.52%,
05-Mar-05,23.46%,9.27%,21.78%,,10.43%,9.76%,,,,,,,0.00%,7.57%,
06-Mar-05,23.52%,9.29%,21.82%,,10.46%,9.79%,,,,,,,0.00%,7.61%,
07-Mar-05,23.58%,9.31%,21.86%,,10.49%,9.82%,,,,,,,0.00%,7.65%,
08-Mar-05,23.63%,9.32%,21.91%,,10.52%,9.85%,,,,,,,0.00%,7.70%,
09-Mar-05,23.69%,9.34%,21.95%,,10.54%,9.88%,,,,,,,0.00%,7.74%,
10-Mar-05,23.75%,9.35%,21.99%,,10.57%,9.91%,,,,,,,0.00%,7.79%,
11-Mar-05,23.81%,9.37%,22.04%,,10.60%,9.94%,,,,,,,0.00%,7.83%,
12-Mar-05,23.86%,9.38%,22.08%,,10.63%,9.96%,,,,,,,0.00%,7.88%,
13-Mar-05,23.92%,9.40%,22.13%,,10.66%,9.99%,,,,,,,0.00%,7.92%,
14-Mar-05,23.98%,9.41%,22.17%,,10.68%,10.02%,,,,,,,0.00%,7.96%,
15-Mar-05,24.04%,9.43%,22.22%,,10.71%,10.05%,,,,,,,0.00%,8.01%,
16-Mar-05,24.10%,9.44%,22.26%,,10.74%,10.08%,,,,,,,0.00%,8.05%,
17-Mar-05,24.16%,9.46%,22.31%,,10.77%,10.11%,,,,,,,0.00%,8.10%,
18-Mar-05,24.22%,9.47%,22.35%,,10.80%,10.14%,,,,,,,0.00%,8.14%,
19-Mar-05,24.28%,9.48%,22.40%,,10.82%,10.18%,,,,,,,0.00%,8.19%,
20-Mar-05,24.34%,9.50%,22.44%,,10.85%,10.21%,,,,,,,0.00%,8.23%,
21-Mar-05,24.40%,9.51%,22.49%,,10.88%,10.24%,,,,,,,0.00%,8.28%,
22-Mar-05,24.46%,9.53%,22.54%,,10.91%,10.27%,,,,,,,0.00%,8.32%,
23-Mar-05,24.52%,9.54%,22.58%,,10.94%,10.30%,,,,,,,0.00%,8.37%,
24-Mar-05,24.58%,9.55%,22.63%,,10.96%,10.33%,,,,,,,0.00%,8.41%,
25-Mar-05,24.63%,9.54%,22.67%,,10.97%,10.36%,,,,,,,0.00%,8.45%,
26-Mar-05,24.68%,9.53%,22.70%,,10.99%,10.40%,,,,,,,0.00%,8.48%,
27-Mar-05,24.73%,9.52%,22.74%,,11.00%,10.43%,,,,,,,0.00%,8.52%,
28-Mar-05,24.78%,9.51%,22.78%,,11.01%,10.47%,,,,,,,0.00%,8.55%,
29-Mar-05,24.83%,9.50%,22.81%,,11.02%,10.50%,,,,,,,0.00%,8.59%,
30-Mar-05,24.88%,9.49%,22.85%,,11.03%,10.53%,,,,,,,0.00%,8.62%,
31-Mar-05,24.93%,9.48%,22.89%,,11.04%,10.57%,,,,,,,0.00%,8.66%,
01-Apr-05,24.97%,9.46%,22.92%,,11.05%,10.60%,,,,,,,0.00%,8.69%,
02-Apr-05,25.02%,9.45%,22.96%,,11.06%,10.64%,,,,,,,0.00%,8.73%,
03-Apr-05,25.07%,9.44%,23.00%,,11.07%,10.67%,,,,,,,0.00%,8.76%,
04-Apr-05,25.12%,9.43%,23.04%,,11.08%,10.70%,,,,,,,0.00%,8.79%,
05-Apr-05,25.17%,9.42%,23.07%,,11.10%,10.74%,,,,,,,0.00%,8.83%,
06-Apr-05,25.22%,9.41%,23.11%,,11.11%,10.77%,,,,,,,0.00%,8.86%,
07-Apr-05,25.27%,9.39%,23.15%,,11.12%,10.80%,,,,,,,0.00%,8.90%,
08-Apr-05,25.32%,9.38%,23.19%,,11.13%,10.84%,,,,,,,0.00%,8.93%,
09-Apr-05,25.37%,9.37%,23.22%,,11.14%,10.87%,,,,,,,0.00%,8.96%,
10-Apr-05,25.43%,9.36%,23.26%,,11.15%,10.91%,,,,,,,0.00%,8.99%,
11-Apr-05,25.48%,9.35%,23.30%,,11.16%,10.94%,,,,,,,0.00%,9.03%,
12-Apr-05,25.53%,9.33%,23.34%,,11.17%,10.97%,,,,,,,0.00%,9.06%,
13-Apr-05,25.58%,9.32%,23.37%,,11.18%,11.01%,,,,,,,0.00%,9.09%,
14-Apr-05,25.63%,9.31%,23.41%,,11.20%,11.04%,,,,,,,0.00%,9.12%,
15-Apr-05,25.68%,9.30%,23.45%,,11.21%,11.07%,,,,,,,0.00%,9.15%,
16-Apr-05,25.73%,9.29%,23.49%,,11.22%,11.11%,,,,,,,0.00%,9.19%,
17-Apr-05,25.78%,9.27%,23.53%,,11.23%,11.14%,,,,,,,0.00%,9.22%,
18-Apr-05,25.83%,9.26%,23.56%,,11.24%,11.17%,,,,,,,0.00%,9.25%,
19-Apr-05,25.89%,9.25%,23.60%,,11.25%,11.21%,,,,,,,0.00%,9.28%,
20-Apr-05,25.94%,9.23%,23.64%,,11.26%,11.24%,,,,,,,0.00%,9.31%,
21-Apr-05,25.99%,9.22%,23.68%,,11.27%,11.27%,,,,,,,0.00%,9.34%,
22-Apr-05,26.04%,9.21%,23.72%,,11.29%,11.31%,,,,,,,0.00%,9.37%,
23-Apr-05,26.10%,9.20%,23.76%,,11.30%,11.34%,,,,,,,0.00%,9.39%,
24-Apr-05,26.15%,9.18%,23.80%,,11.31%,11.37%,,,,,,,0.00%,9.42%,
25-Apr-05,26.19%,9.17%,23.83%,,11.32%,11.38%,,,,,,,0.00%,9.42%,
26-Apr-05,26.23%,9.17%,23.85%,,11.33%,11.40%,,,,,,,0.00%,9.42%,
27-Apr-05,26.28%,9.16%,23.88%,,11.34%,11.41%,,,,,,,0.00%,9.41%,
28-Apr-05,26.32%,9.15%,23.91%,,11.35%,11.42%,,,,,,,0.00%,9.41%,
29-Apr-05,26.36%,9.14%,23.94%,,11.36%,11.44%,,,,,,,0.00%,9.40%,
30-Apr-05,26.40%,9.14%,23.97%,,11.37%,11.45%,,,,,,,0.00%,9.40%,
01-May-05,26.44%,9.13%,24.00%,,11.38%,11.46%,,,,,,,0.00%,9.40%,
02-May-05,26.48%,9.12%,24.03%,,11.39%,11.48%,,,,,,,0.00%,9.39%,
03-May-05,26.52%,9.11%,24.05%,,11.41%,11.49%,,,,,,,0.00%,9.39%,
04-May-05,26.57%,9.11%,24.08%,,11.42%,11.50%,,,,,,,0.00%,9.38%,
05-May-05,26.61%,9.10%,24.11%,,11.43%,11.52%,,,,,,,0.00%,9.38%,
06-May-05,26.65%,9.09%,24.14%,,11.44%,11.53%,,,,,,,0.00%,9.37%,
07-May-05,26.69%,9.08%,24.17%,,11.45%,11.54%,,,,,,,0.00%,9.37%,
08-May-05,26.73%,9.07%,24.20%,,11.46%,11.55%,,,,,,,0.00%,9.36%,
09-May-05,26.77%,9.07%,24.22%,,11.47%,11.56%,,,,,,,0.00%,9.35%,
10-May-05,26.81%,9.06%,24.25%,,11.48%,11.58%,,,,,,,0.00%,9.35%,
11-May-05,26.85%,9.05%,24.28%,,11.49%,11.59%,,,,,,,0.00%,9.34%,
12-May-05,26.89%,9.04%,24.31%,,11.50%,11.60%,,,,,,,0.00%,9.33%,
13-May-05,26.93%,9.03%,24.33%,,11.51%,11.61%,,,,,,,0.00%,9.33%,
14-May-05,26.97%,9.03%,24.36%,,11.52%,11.62%,,,,,,,0.00%,9.32%,
15-May-05,27.01%,9.02%,24.39%,,11.53%,11.63%,,,,,,,0.00%,9.31%,
16-May-05,27.05%,9.01%,24.41%,,11.54%,11.65%,,,,,,,0.00%,9.30%,
17-May-05,27.09%,9.00%,24.44%,,11.55%,11.66%,,,,,,,0.00%,9.29%,
18-May-05,27.13%,8.99%,24.47%,,11.56%,11.67%,,,,,,,0.00%,9.29%,
19-May-05,27.17%,8.98%,24.49%,,11.57%,11.68%,,,,,,,0.00%,9.28%,
20-May-05,27.21%,8.98%,24.52%,,11.58%,11.69%,,,,,,,0.00%,9.27%,
21-May-05,27.25%,8.97%,24.55%,,11.59%,11.70%,,,,,,,0.00%,9.26%,
22-May-05,27.28%,8.96%,24.57%,,11.60%,11.71%,,,,,,,0.00%,9.25%,
23-May-05,27.32%,8.95%,24.60%,,11.60%,11.72%,,,,,,,0.00%,9.24%,
24-May-05,27.36%,8.94%,24.62%,,11.61%,11.73%,,,,,,,0.00%,9.22%,
25-May-05,27.40%,8.93%,24.65%,,11.62%,11.74%,,,,,,,0.00%,9.21%,
26-May-05,27.42%,8.93%,24.66%,,11.63%,11.74%,,,,,,,0.00%,9.21%,
27-May-05,27.44%,8.92%,24.68%,,11.63%,11.75%,,,,,,,0.00%,9.20%,
28-May-05,27.46%,8.92%,24.69%,,11.64%,11.75%,,,,,,,0.00%,9.19%,
29-May-05,27.48%,8.91%,24.70%,,11.64%,11.75%,,,,,,,0.00%,9.18%,
30-May-05,27.49%,8.91%,24.72%,,11.64%,11.76%,,,,,,,0.00%,9.18%,
31-May-05,27.51%,8.90%,24.73%,,11.65%,11.76%,,,,,,,0.00%,9.17%,
01-Jun-05,27.53%,8.90%,24.74%,,11.65%,11.77%,,,,,,,0.00%,9.16%,
02-Jun-05,27.55%,8.89%,24.75%,,11.66%,11.77%,,,,,,,0.00%,9.15%,
03-Jun-05,27.57%,8.89%,24.76%,,11.66%,11.77%,,,,,,,0.00%,9.14%,
04-Jun-05,27.58%,8.88%,24.77%,,11.66%,11.78%,,,,,,,0.00%,9.14%,
05-Jun-05,27.56%,8.88%,24.84%,,11.66%,11.78%,,,,,,,0.00%,9.10%,
06-Jun-05,27.54%,8.87%,24.90%,,11.66%,11.78%,,,,,,,0.00%,9.06%,
07-Jun-05,27.52%,8.87%,24.96%,,11.67%,11.78%,,,,,,,0.00%,9.03%,
08-Jun-05,27.49%,8.86%,25.02%,,11.67%,11.78%,,,,,,,0.00%,8.99%,
09-Jun-05,27.47%,8.86%,25.08%,,11.67%,11.78%,,,,,,,0.00%,8.96%,
10-Jun-05,27.45%,8.86%,25.14%,,11.67%,11.78%,,,,,,,0.00%,8.92%,
11-Jun-05,27.43%,8.85%,25.20%,,11.67%,11.78%,,,,,,,0.00%,8.88%,
12-Jun-05,27.40%,8.85%,25.26%,,11.67%,11.78%,,,,,,,0.00%,8.85%,
13-Jun-05,27.38%,8.85%,25.32%,,11.67%,11.77%,,,,,,,0.00%,8.81%,
14-Jun-05,27.36%,8.84%,25.39%,,11.67%,11.77%,,,,,,,0.00%,8.77%,
15-Jun-05,27.33%,8.84%,25.45%,,11.67%,11.77%,,,,,,,0.00%,8.74%,
16-Jun-05,27.31%,8.83%,25.51%,,11.67%,11.77%,,,,,,,0.00%,8.70%,
17-Jun-05,27.29%,8.83%,25.57%,,11.67%,11.77%,,,,,,,0.00%,8.67%,
18-Jun-05,27.26%,8.83%,25.63%,,11.67%,11.77%,,,,,,,0.00%,8.63%,
19-Jun-05,27.24%,8.82%,25.69%,,11.67%,11.77%,,,,,,,0.00%,8.59%,
20-Jun-05,27.21%,8.82%,25.75%,,11.67%,11.77%,,,,,,,0.00%,8.56%,
21-Jun-05,27.19%,8.82%,25.81%,,11.67%,11.77%,,,,,,,0.00%,8.52%,
22-Jun-05,27.16%,8.81%,25.87%,,11.67%,11.77%,,,,,,,0.00%,8.48%,
23-Jun-05,27.14%,8.81%,25.93%,,11.67%,11.76%,,,,,,,0.00%,8.45%,
24-Jun-05,27.11%,8.81%,25.99%,,11.67%,11.76%,,,,,,,0.00%,8.41%,
25-Jun-05,27.09%,8.81%,26.04%,,11.67%,11.76%,,,,,,,0.00%,8.37%,
26-Jun-05,27.06%,8.80%,26.10%,,11.68%,11.76%,,,,,,,0.00%,8.34%,
27-Jun-05,27.04%,8.80%,26.16%,,11.68%,11.76%,,,,,,,0.00%,8.30%,
28-Jun-05,27.01%,8.80%,26.22%,,11.68%,11.76%,,,,,,,0.00%,8.26%,
29-Jun-05,26.99%,8.80%,26.28%,,11.68%,11.75%,,,,,,,0.00%,8.23%,
30-Jun-05,26.96%,8.80%,26.34%,,11.68%,11.75%,,,,,,,0.00%,8.19%,
01-Jul-05,26.93%,8.79%,26.40%,,11.68%,11.75%,,,,,,,0.00%,8.15%,
02-Jul-05,26.90%,8.79%,26.45%,,11.68%,11.74%,,,,,,,0.00%,8.12%,
03-Jul-05,26.88%,8.79%,26.51%,,11.68%,11.74%,,,,,,,0.00%,8.08%,
04-Jul-05,26.85%,8.79%,26.57%,,11.68%,11.74%,,,,,,,0.00%,8.04%,
05-Jul-05,26.82%,8.79%,26.63%,,11.68%,11.74%,,,,,,,0.00%,8.00%,
06-Jul-05,26.79%,8.79%,26.68%,,11.68%,11.73%,,,,,,,0.00%,7.97%,
07-Jul-05,26.77%,8.78%,26.74%,,11.68%,11.73%,,,,,,,0.00%,7.93%,
08-Jul-05,26.74%,8.78%,26.80%,,11.68%,11.73%,,,,,,,0.00%,7.89%,
09-Jul-05,26.71%,8.78%,26.86%,,11.68%,11.72%,,,,,,,0.00%,7.86%,
10-Jul-05,26.68%,8.78%,26.91%,,11.68%,11.72%,,,,,,,0.00%,7.82%,
11-Jul-05,26.65%,8.78%,26.97%,,11.68%,11.72%,,,,,,,0.00%,7.78%,
12-Jul-05,26.63%,8.78%,27.03%,,11.68%,11.71%,,,,,,,0.00%,7.75%,
13-Jul-05,26.60%,8.78%,27.09%,,11.68%,11.71%,,,,,,,0.00%,7.71%,
14-Jul-05,26.57%,8.77%,27.14%,,11.68%,11.71%,,,,,,,0.00%,7.68%,
15-Jul-05,26.52%,8.75%,27.23%,,11.67%,11.70%,,,,,,,0.00%,7.65%,
16-Jul-05,26.47%,8.74%,27.31%,,11.66%,11.69%,,,,,,,0.00%,7.62%,
17-Jul-05,26.43%,8.72%,27.40%,,11.65%,11.67%,,,,,,,0.00%,7.60%,
18-Jul-05,26.38%,8.70%,27.48%,,11.64%,11.66%,,,,,,,0.00%,7.57%,
19-Jul-05,26.33%,8.68%,27.56%,,11.63%,11.65%,,,,,,,0.00%,7.55%,
20-Jul-05,26.28%,8.66%,27.65%,,11.62%,11.64%,,,,,,,0.00%,7.52%,
21-Jul-05,26.24%,8.64%,27.73%,,11.61%,11.63%,,,,,,,0.00%,7.49%,
22-Jul-05,26.19%,8.62%,27.82%,,11.60%,11.61%,,,,,,,0.00%,7.47%,
23-Jul-05,26.14%,8.60%,27.90%,,11.59%,11.60%,,,,,,,0.00%,7.44%,
24-Jul-05,26.09%,8.58%,27.98%,,11.58%,11.59%,,,,,,,0.00%,7.42%,
25-Jul-05,26.04%,8.56%,28.07%,,11.57%,11.58%,,,,,,,0.00%,7.40%,
26-Jul-05,25.99%,8.54%,28.15%,,11.56%,11.57%,,,,,,,0.00%,7.37%,
27-Jul-05,25.94%,8.52%,28.24%,,11.55%,11.56%,,,,,,,0.00%,7.35%,
28-Jul-05,25.89%,8.50%,28.32%,,11.54%,11.54%,,,,,,,0.00%,7.33%,
29-Jul-05,25.84%,8.48%,28.40%,,11.53%,11.53%,,,,,,,0.00%,7.30%,
30-Jul-05,25.79%,8.46%,28.49%,,11.52%,11.52%,,,,,,,0.00%,7.28%,
31-Jul-05,25.74%,8.44%,28.57%,,11.51%,11.51%,,,,,,,0.00%,7.26%,
01-Aug-05,25.69%,8.42%,28.65%,,11.50%,11.50%,,,,,,,0.00%,7.24%,
02-Aug-05,25.64%,8.39%,28.74%,,11.49%,11.49%,,,,,,,0.00%,7.21%,
03-Aug-05,25.59%,8.37%,28.82%,,11.48%,11.48%,,,,,,,0.00%,7.19%,
04-Aug-05,25.53%,8.35%,28.90%,,11.46%,11.46%,,,,,,,0.00%,7.17%,
05-Aug-05,25.48%,8.33%,28.99%,,11.45%,11.45%,,,,,,,0.00%,7.15%,
06-Aug-05,25.43%,8.31%,29.07%,,11.44%,11.44%,,,,,,,0.00%,7.13%,
07-Aug-05,25.38%,8.29%,29.15%,,11.43%,11.43%,,,,,,,0.00%,7.11%,
08-Aug-05,25.32%,8.27%,29.24%,,11.42%,11.42%,,,,,,,0.00%,7.09%,
09-Aug-05,25.27%,8.25%,29.32%,,11.41%,11.41%,,,,,,,0.00%,7.07%,
10-Aug-05,25.22%,8.23%,29.41%,,11.40%,11.40%,,,,,,,0.00%,7.05%,
11-Aug-05,25.17%,8.21%,29.49%,,11.38%,11.38%,,,,,,,0.00%,7.03%,
12-Aug-05,25.11%,8.19%,29.57%,,11.37%,11.37%,,,,,,,0.00%,7.01%,
13-Aug-05,25.06%,8.16%,29.66%,,11.36%,11.36%,,,,,,,0.00%,6.99%,
14-Aug-05,25.01%,8.14%,29.74%,,11.35%,11.35%,,,,,,,0.00%,6.97%,
15-Aug-05,24.97%,8.13%,29.81%,,11.32%,11.36%,,,,,,,0.00%,6.95%,
16-Aug-05,24.93%,8.11%,29.88%,,11.30%,11.36%,,,,,,,0.00%,6.93%,
17-Aug-05,24.89%,8.10%,29.95%,,11.27%,11.37%,,,,,,,0.00%,6.90%,
18-Aug-05,24.85%,8.08%,30.02%,,11.25%,11.38%,,,,,,,0.00%,6.88%,
19-Aug-05,24.81%,8.07%,30.08%,,11.22%,11.38%,,,,,,,0.00%,6.86%,
20-Aug-05,24.77%,8.05%,30.15%,,11.20%,11.39%,,,,,,,0.00%,6.84%,
21-Aug-05,24.73%,8.04%,30.22%,,11.17%,11.40%,,,,,,,0.00%,6.81%,
22-Aug-05,24.69%,8.02%,30.29%,,11.14%,11.41%,,,,,,,0.00%,6.79%,
23-Aug-05,24.65%,8.00%,30.36%,,11.12%,11.41%,,,,,,,0.00%,6.77%,
24-Aug-05,24.61%,7.99%,30.43%,,11.09%,11.42%,,,,,,,0.00%,6.75%,
25-Aug-05,24.57%,7.97%,30.49%,,11.06%,11.43%,,,,,,,0.00%,6.72%,
26-Aug-05,24.53%,7.96%,30.56%,,11.04%,11.44%,,,,,,,0.00%,6.70%,
27-Aug-05,24.50%,7.94%,30.63%,,11.01%,11.44%,,,,,,,0.00%,6.68%,
28-Aug-05,24.46%,7.93%,30.70%,,10.98%,11.45%,,,,,,,0.00%,6.66%,
29-Aug-05,24.42%,7.91%,30.77%,,10.96%,11.46%,,,,,,,0.00%,6.64%,
30-Aug-05,24.38%,7.90%,30.83%,,10.93%,11.47%,,,,,,,0.00%,6.61%,
31-Aug-05,24.34%,7.88%,30.90%,,10.90%,11.48%,,,,,,,0.00%,6.59%,
01-Sep-05,24.30%,7.86%,30.97%,,10.88%,11.48%,,,,,,,0.00%,6.57%,
02-Sep-05,24.26%,7.85%,31.04%,,10.85%,11.49%,,,,,,,0.00%,6.55%,
03-Sep-05,24.22%,7.83%,31.11%,,10.82%,11.50%,,,,,,,0.00%,6.53%,
04-Sep-05,24.18%,7.82%,31.17%,,10.79%,11.51%,,,,,,,0.00%,6.50%,
05-Sep-05,24.14%,7.80%,31.24%,,10.76%,11.52%,,,,,,,0.00%,6.48%,
06-Sep-05,24.11%,7.78%,31.31%,,10.74%,11.53%,,,,,,,0.00%,6.46%,
07-Sep-05,24.07%,7.77%,31.38%,,10.71%,11.54%,,,,,,,0.00%,6.44%,
08-Sep-05,24.03%,7.75%,31.45%,,10.68%,11.55%,,,,,,,0.00%,6.42%,
09-Sep-05,23.99%,7.74%,31.52%,,10.65%,11.56%,,,,,,,0.00%,6.39%,
10-Sep-05,23.95%,7.72%,31.58%,,10.62%,11.57%,,,,,,,0.00%,6.37%,
11-Sep-05,23.91%,7.70%,31.65%,,10.59%,11.58%,,,,,,,0.00%,6.35%,
12-Sep-05,23.87%,7.69%,31.72%,,10.56%,11.59%,,,,,,,0.00%,6.33%,
13-Sep-05,23.87%,7.67%,31.73%,,10.53%,11.60%,,,,,,,0.00%,6.34%,
14-Sep-05,23.86%,7.66%,31.75%,,10.50%,11.61%,,,,,,,0.00%,6.35%,
15-Sep-05,23.86%,7.64%,31.78%,,10.47%,11.61%,,,,,,,0.00%,6.35%,
16-Sep-05,23.86%,7.63%,31.82%,,10.44%,11.62%,,,,,,,0.00%,6.36%,
17-Sep-05,23.87%,7.62%,31.86%,,10.40%,11.62%,,,,,,,0.00%,6.37%,
18-Sep-05,23.87%,7.61%,31.89%,,10.37%,11.63%,,,,,,,0.00%,6.38%,
19-Sep-05,23.87%,7.60%,31.93%,,10.34%,11.63%,,,,,,,0.00%,6.38%,
